"","ACCOUNT_KEY","SEASON_YEAR","ACCOUNT_TYPE","sum(TICKET_SOLD)","sum(FLEX_PLAN_TICKET_SOLD)","sum(FULL_PLAN_TICKET_SOLD)","sum(FORTY_PLAN_TICKET_SOLD)","sum(GROUP_TICKET_SOLD)","sum(MINI_PLAN_TICKET_SOLD)","sum(SEASON_TICKET_SOLD)","sum(SINGLE_TICKET_SOLD)","sum(SIXPACK_PLAN_TICKET_SOLD)"
"9271",796335,2022,"Individual",2,0,0,0,0,0,2,0,0
"9272",796335,2023,"Individual",7,0,0,0,0,0,1,6,0
"9273",796335,2024,"Individual",1,0,0,0,0,0,1,0,0
"9274",796375,2021,"Individual",3,0,0,0,0,0,0,3,0
"9275",796375,2023,"Individual",6,0,0,0,0,0,0,6,0
"9276",796375,2024,"Individual",8,0,0,0,0,0,0,8,6
"9277",796485,2021,"Individual",100,0,0,0,0,0,95,5,0
"9278",796485,2022,"Individual",101,0,0,0,0,0,95,6,0
"9279",796485,2023,"Individual",106,0,0,0,0,0,100,6,0
"9280",796485,2024,"Individual",106,0,0,0,0,0,100,6,0
"9281",796559,2022,"Business",24,0,0,22,2,0,22,0,0
"9282",796559,2023,"Business",80,0,0,0,0,0,80,0,0
"9283",796559,2024,"Business",80,0,0,0,0,0,80,0,0
"9284",796599,2024,"Individual",12,0,0,0,0,0,0,12,12
"9285",796618,2023,"Individual",11,0,0,0,0,0,0,11,0
"9286",796618,2024,"Individual",74,0,0,0,55,0,0,19,0
"9287",797218,2023,"Corporate Partnership",526,0,324,0,200,0,324,2,0
"9288",797218,2024,"Corporate Partnership",500,0,324,0,176,0,324,0,0
"9289",797226,2021,"Individual",10,0,0,0,0,0,0,10,0
"9290",797226,2022,"Individual",8,0,0,0,0,0,0,8,8
"9291",797226,2023,"Individual",9,0,0,0,0,0,0,9,2
"9292",797226,2024,"Individual",4,0,0,0,0,0,4,0,0
"9293",797443,2024,"Individual",7,0,0,0,0,0,0,7,6
"9294",797750,2022,"Individual",4,0,0,0,0,0,0,4,0
"9295",797844,2021,"Individual",3,0,0,0,0,0,0,3,0
"9296",797844,2023,"Individual",9,0,0,0,0,0,0,9,9
"9297",798054,2021,"Business",83,0,0,0,0,0,80,3,0
"9298",798054,2022,"Business",13,0,0,0,0,0,10,3,0
"9299",798054,2023,"Business",15,0,0,0,15,0,0,0,0
"9300",798079,2022,"Individual",6,0,0,0,0,0,0,6,0
"9301",798079,2023,"Individual",2,0,0,0,0,0,0,2,0
"9302",798231,2022,"Individual",2,0,0,0,0,0,0,2,0
"9303",798231,2024,"Individual",3,0,0,0,0,0,0,3,0
"9304",798253,2022,"Individual",3,0,0,0,0,0,0,3,0
"9305",798336,2021,"Business",162,0,162,0,0,0,162,0,0
"9306",798336,2022,"Business",158,0,158,0,0,0,158,0,0
"9307",798336,2023,"Business",164,0,162,0,0,0,162,2,0
"9308",798336,2024,"Business",177,0,162,0,2,0,162,13,0
"9309",798681,2022,"Individual",12,0,0,0,0,0,0,12,12
"9310",799289,2021,"Individual",9,0,0,0,0,0,0,9,0
"9311",799289,2022,"Individual",13,0,0,0,1,0,0,12,10
"9312",799289,2023,"Individual",6,0,0,0,0,0,0,6,0
"9313",799289,2024,"Individual",8,0,0,0,2,0,0,6,0
"9314",799965,2023,"Individual",4,0,0,0,0,0,0,4,4
"9315",800090,2021,"Individual",2,0,0,0,0,0,0,2,0
"9316",800090,2024,"Individual",0,0,0,0,0,0,0,0,0
"9317",800278,2021,"Individual",6,0,0,0,0,0,0,6,0
"9318",800278,2023,"Individual",6,0,0,0,0,0,0,6,0
"9319",800278,2024,"Individual",1,0,0,0,0,0,0,1,0
"9320",800386,2023,"Individual",10,0,0,0,0,0,0,10,0
"9321",800386,2024,"Individual",12,0,0,0,0,0,0,12,4
"9322",800478,2021,"Individual",4,0,0,0,0,0,0,4,0
"9323",800478,2024,"Individual",52,0,0,0,0,52,52,0,0
"9324",800496,2021,"Individual",10,0,0,0,0,0,0,10,0
"9325",800496,2022,"Individual",4,0,0,0,0,0,0,4,0
"9326",800496,2023,"Individual",6,0,0,0,0,0,0,6,0
"9327",800496,2024,"Individual",41,0,0,0,0,0,36,5,0
"9328",800997,2023,"Individual",3,0,0,0,0,0,0,3,0
"9329",800997,2024,"Individual",2,0,0,0,0,0,0,2,0
"9330",801568,2024,"Individual",50,0,0,0,0,0,40,10,0
"9331",801626,2021,"Business",1,0,0,0,0,0,0,1,0
"9332",801626,2022,"Business",10,0,0,0,0,0,0,10,0
"9333",801626,2023,"Business",13,0,0,0,0,0,0,13,0
"9334",801705,2023,"Individual",2,0,0,0,0,0,0,2,0
"9335",801705,2024,"Individual",30,0,0,0,0,24,24,6,0
"9336",801939,2021,"Individual",81,0,0,76,0,0,80,1,0
"9337",801939,2022,"Individual",78,0,0,78,0,0,78,0,0
"9338",801971,2021,"Individual",9,0,0,0,0,0,0,9,0
"9339",801971,2022,"Individual",12,0,0,0,0,0,0,12,0
"9340",801971,2023,"Individual",9,0,0,0,0,0,0,9,2
"9341",801971,2024,"Individual",16,0,0,0,0,0,0,16,0
"9342",802470,2023,"Individual",2,0,0,0,0,0,0,2,0
"9343",803572,2024,"Individual",2,0,0,0,0,0,0,2,0
"9344",803716,2021,"Individual",25,0,0,0,1,0,20,4,0
"9345",803716,2022,"Individual",4,0,0,0,1,0,1,2,0
"9346",803716,2023,"Individual",3,0,0,0,1,0,0,2,0
"9347",803716,2024,"Individual",2,0,0,0,1,0,0,1,0
"9348",803771,2023,"Individual",7,0,0,0,0,0,0,7,0
"9349",803771,2024,"Individual",4,0,0,0,0,0,0,4,0
"9350",803796,2022,"Individual",4,0,0,0,0,0,0,4,0
"9351",804196,2023,"Individual",1,0,0,0,0,0,0,1,0
"9352",804196,2024,"Individual",1,0,0,0,0,0,0,1,0
"9353",804635,2023,"Individual",32,0,0,0,32,0,0,0,0
"9354",804748,2022,"Individual",2,0,0,0,0,0,0,2,0
"9355",805008,2023,"Individual",1,0,0,1,0,0,1,0,0
"9356",805008,2024,"Individual",1,0,0,0,0,0,0,1,0
"9357",805134,2024,"Individual",9,0,0,0,7,0,0,2,1
"9358",805173,2024,"Individual",12,0,0,0,0,0,0,12,12
"9359",805323,2022,"Individual",18,0,0,0,0,0,0,18,10
"9360",805323,2024,"Individual",24,0,0,0,0,0,0,24,16
"9361",805586,2023,"Individual",40,0,0,0,0,0,0,40,0
"9362",805681,2024,"Individual",20,0,0,0,0,0,0,20,20
"9363",805769,2024,"Individual",2,0,0,0,0,0,0,2,0
"9364",806289,2021,"Business",4,0,0,0,0,0,0,4,0
"9365",806289,2022,"Business",2,0,0,0,0,0,0,2,0
"9366",806331,2021,"Individual",29,0,0,0,0,0,24,5,0
"9367",806382,2022,"Individual",4,0,0,0,0,0,0,4,4
"9368",806382,2023,"Individual",3,0,0,0,0,0,0,3,0
"9369",806382,2024,"Individual",6,0,0,0,0,0,0,6,0
"9370",806614,2021,"Individual",3,0,0,0,0,0,0,3,0
"9371",806614,2022,"Individual",4,0,0,0,0,0,0,4,4
"9372",807050,2022,"Individual",9,0,0,0,0,0,5,4,0
"9373",807050,2024,"Individual",1,0,0,0,0,0,0,1,0
"9374",807083,2021,"Business",35,0,0,0,35,0,0,0,0
"9375",807083,2023,"Business",30,0,0,0,27,0,0,3,0
"9376",807083,2024,"Business",14,0,0,0,8,0,0,6,0
"9377",807153,2024,"Individual",2,0,0,0,0,0,0,2,0
"9378",807222,2021,"Individual",2,0,0,0,0,0,0,2,0
"9379",807222,2023,"Individual",6,0,0,0,0,0,0,6,0
"9380",807353,2021,"Business",0,0,0,0,0,0,0,0,0
"9381",807810,2022,"Individual",10,0,0,0,0,0,8,2,0
"9382",808051,2022,"Individual",18,0,0,0,0,0,0,18,12
"9383",808075,2021,"Individual",1,0,0,0,0,0,0,1,0
"9384",808075,2022,"Individual",1,0,0,0,0,0,0,1,0
"9385",808075,2024,"Individual",2,0,0,0,0,0,0,2,2
"9386",808281,2021,"Individual",2,0,0,0,0,0,0,2,0
"9387",808281,2024,"Individual",3,0,0,0,0,0,0,3,3
"9388",808581,2022,"Individual",4,0,0,0,0,0,0,4,0
"9389",808581,2023,"Individual",12,0,0,0,0,0,0,12,12
"9390",808637,2023,"Individual",2,0,0,0,0,0,0,2,0
"9391",809109,2024,"Individual",2,0,0,0,0,0,0,2,0
"9392",809366,2023,"Individual",7,0,0,0,0,0,0,7,0
"9393",809471,2024,"Individual",12,0,0,0,12,0,0,0,0
"9394",809584,2024,"Individual",14,0,0,0,0,0,0,14,0
"9395",809585,2023,"Individual",3,0,0,0,0,0,0,3,0
"9396",809673,2022,"Individual",40,0,0,0,0,0,40,0,0
"9397",809673,2024,"Individual",80,0,0,0,0,0,80,0,0
"9398",809710,2024,"Individual",14,0,0,0,0,0,0,14,6
"9399",809768,2021,"Individual",10,0,0,0,0,0,0,10,0
"9400",809768,2022,"Individual",26,0,0,0,2,0,0,24,0
"9401",809768,2023,"Individual",10,0,0,0,0,0,0,10,0
"9402",809768,2024,"Individual",15,0,0,0,0,13,13,2,0
"9403",809864,2022,"Individual",12,0,0,0,0,0,0,12,12
"9404",809977,2023,"Individual",8,0,0,0,0,0,0,8,0
"9405",809977,2024,"Individual",2,0,0,0,0,0,0,2,0
"9406",810307,2022,"Business",35,0,0,0,35,0,0,0,0
"9407",810406,2021,"Individual",1,0,0,0,0,0,0,1,0
"9408",810406,2022,"Individual",3,0,0,0,0,0,0,3,1
"9409",810440,2023,"Individual",4,0,0,0,0,0,0,4,0
"9410",810567,2023,"Individual",6,0,0,0,2,0,0,4,4
"9411",810647,2023,"Individual",2,0,0,0,0,0,0,2,0
"9412",810670,2023,"Individual",3,0,0,0,0,0,0,3,0
"9413",810670,2024,"Individual",36,0,0,0,0,36,36,0,0
"9414",811837,2021,"Business",4,0,0,0,0,0,0,4,0
"9415",812158,2021,"Individual",28,0,0,0,0,28,28,0,0
"9416",812158,2022,"Individual",24,0,0,0,0,24,24,0,0
"9417",812158,2024,"Individual",2,0,0,0,0,0,0,2,0
"9418",812352,2023,"Individual",8,0,0,0,0,0,0,8,0
"9419",812352,2024,"Individual",6,0,0,0,0,0,0,6,0
"9420",812482,2024,"Individual",22,0,0,0,0,22,22,0,0
"9421",812483,2023,"Individual",1,0,0,0,0,0,0,1,1
"9422",812495,2023,"Individual",17,0,0,0,0,11,12,5,0
"9423",812495,2024,"Individual",15,0,0,0,0,12,12,3,0
"9424",812537,2023,"Individual",4,0,0,0,0,0,0,4,4
"9425",812537,2024,"Individual",3,0,0,0,0,0,0,3,2
"9426",812594,2022,"Individual",4,0,0,0,0,0,0,4,0
"9427",812594,2023,"Individual",9,0,0,0,0,0,0,9,0
"9428",812594,2024,"Individual",6,0,0,0,0,0,0,6,0
"9429",812878,2021,"Individual",21,0,0,0,2,0,13,6,0
"9430",812878,2022,"Individual",19,0,0,0,0,0,0,19,0
"9431",812878,2023,"Individual",16,0,0,0,0,0,0,16,0
"9432",812878,2024,"Individual",12,0,0,0,0,0,0,12,0
"9433",813137,2021,"Individual",6,0,0,0,0,0,0,6,0
"9434",813137,2023,"Individual",27,0,0,0,0,0,0,27,24
"9435",813143,2021,"Individual",8,0,0,0,0,0,0,8,0
"9436",813143,2023,"Individual",1,0,0,0,0,0,0,1,0
"9437",813143,2024,"Individual",11,0,0,0,0,0,0,11,0
"9438",813649,2021,"Individual",83,0,0,0,0,0,80,3,0
"9439",813649,2022,"Individual",86,0,0,0,0,0,82,4,0
"9440",813649,2023,"Individual",80,0,0,0,0,0,80,0,0
"9441",813649,2024,"Individual",86,0,0,0,0,0,86,0,0
"9442",813650,2024,"Individual",14,0,0,0,0,0,0,14,12
"9443",813657,2021,"Business",10,0,0,0,0,0,6,4,0
"9444",813657,2022,"Business",2,0,0,0,0,0,0,2,0
"9445",813657,2023,"Business",16,0,0,0,16,0,0,0,0
"9446",813657,2024,"Business",10,0,0,0,0,0,0,10,0
"9447",813920,2023,"Individual",6,0,0,0,0,0,0,6,6
"9448",813920,2024,"Individual",12,0,0,0,0,0,0,12,12
"9449",814301,2022,"Individual",2,0,0,0,2,0,0,0,0
"9450",814301,2023,"Individual",2,0,0,0,2,0,0,0,0
"9451",814449,2021,"Individual",40,0,0,0,0,0,40,0,0
"9452",814537,2024,"Individual",6,0,0,0,0,0,0,6,6
"9453",814640,2021,"Individual",3,0,0,0,0,0,0,3,0
"9454",814640,2022,"Individual",14,0,0,0,0,0,0,14,0
"9455",814640,2023,"Individual",5,0,0,0,0,0,0,5,0
"9456",814640,2024,"Individual",17,0,0,0,0,0,8,9,0
"9457",815026,2021,"Individual",12,0,0,0,0,0,0,12,12
"9458",815162,2022,"Individual",0,0,0,0,0,0,0,0,0
"9459",815753,2021,"Individual",6,0,0,0,0,0,0,6,0
"9460",815753,2022,"Individual",12,0,0,0,0,0,0,12,0
"9461",815844,2021,"Individual",28,0,0,0,0,28,28,0,0
"9462",816105,2024,"Individual",1,0,0,0,0,0,0,1,0
"9463",816287,2021,"Individual",21,0,0,0,0,0,0,21,3
"9464",816287,2022,"Individual",12,0,0,0,0,0,0,12,11
"9465",816287,2023,"Individual",7,0,0,0,0,0,0,7,5
"9466",816287,2024,"Individual",8,0,0,0,0,0,0,8,6
"9467",816532,2021,"Individual",6,0,0,0,0,0,4,2,0
"9468",816532,2022,"Individual",5,0,0,0,0,0,0,5,0
"9469",816532,2023,"Individual",32,0,0,0,0,0,0,32,0
"9470",816532,2024,"Individual",14,0,0,0,0,0,0,14,0
"9471",816693,2021,"Individual",10,0,0,0,0,0,0,10,10
"9472",816693,2022,"Individual",4,0,0,0,0,0,0,4,4
"9473",816693,2024,"Individual",6,0,0,0,0,0,0,6,6
"9474",816980,2024,"Business",16,0,0,0,16,0,0,0,0
"9475",817123,2021,"Individual",80,0,0,0,0,0,56,24,0
"9476",817123,2022,"Individual",76,0,0,0,0,0,76,0,0
"9477",817123,2023,"Individual",76,0,0,0,0,0,76,0,0
"9478",817123,2024,"Individual",88,0,0,0,8,0,80,0,0
"9479",817133,2023,"Individual",7,0,0,0,0,0,0,7,0
"9480",817133,2024,"Individual",2,0,0,0,0,0,0,2,0
"9481",817403,2023,"Individual",3,0,0,0,0,0,0,3,0
"9482",817403,2024,"Individual",15,0,0,0,0,0,2,13,0
"9483",817631,2024,"Individual",13,0,0,0,0,0,0,13,8
"9484",817971,2021,"Individual",40,0,0,0,0,0,40,0,0
"9485",817975,2021,"Individual",2,0,0,0,0,0,0,2,0
"9486",817975,2022,"Individual",4,0,0,0,0,0,0,4,0
"9487",817975,2023,"Individual",2,0,0,0,0,0,2,0,0
"9488",817975,2024,"Individual",4,0,0,0,0,0,2,2,0
"9489",818100,2021,"Individual",8,0,0,0,0,0,0,8,0
"9490",818100,2022,"Individual",5,0,0,0,0,0,0,5,0
"9491",818114,2023,"Individual",3,0,0,0,0,0,0,3,0
"9492",818114,2024,"Individual",4,0,0,0,0,0,2,2,0
"9493",818163,2021,"Individual",2,0,0,0,0,0,0,2,0
"9494",818163,2022,"Individual",2,0,0,0,0,0,0,2,0
"9495",818163,2024,"Individual",10,0,0,0,0,0,0,10,8
"9496",818233,2023,"Individual",2,0,0,0,0,0,0,2,0
"9497",818233,2024,"Individual",8,0,0,0,0,0,0,8,8
"9498",818355,2021,"Individual",4,0,0,0,0,0,0,4,0
"9499",818355,2023,"Individual",4,0,0,0,0,0,0,4,0
"9500",818401,2021,"Individual",2,0,0,0,0,0,2,0,0
"9501",818430,2024,"Individual",2,0,0,0,0,0,0,2,0
"9502",818662,2024,"Individual",1,0,0,0,0,0,0,1,0
"9503",818960,2021,"Individual",4,0,0,0,0,0,0,4,0
"9504",818960,2023,"Individual",4,0,0,0,0,0,0,4,0
"9505",819087,2023,"Individual",4,0,0,0,0,0,0,4,4
"9506",819600,2021,"Individual",4,0,0,0,0,0,0,4,0
"9507",819600,2023,"Individual",33,0,0,28,0,0,28,5,0
"9508",819600,2024,"Individual",21,0,0,0,0,0,17,4,0
"9509",819752,2024,"Individual",8,0,0,0,0,0,0,8,0
"9510",819887,2023,"Individual",10,0,0,0,0,0,0,10,0
"9511",819887,2024,"Individual",84,0,0,0,0,0,68,16,0
"9512",820191,2021,"Individual",4,0,0,0,0,0,0,4,0
"9513",820191,2024,"Individual",25,0,0,0,0,0,0,25,6
"9514",820354,2021,"Individual",4,0,0,0,0,0,0,4,0
"9515",820354,2022,"Individual",12,0,0,0,0,0,0,12,12
"9516",820354,2023,"Individual",16,0,0,0,0,0,0,16,16
"9517",820354,2024,"Individual",20,0,0,0,0,0,0,20,20
"9518",820433,2022,"Individual",2,0,0,0,0,0,0,2,0
"9519",821148,2021,"Individual",4,0,0,0,0,0,0,4,0
"9520",821148,2022,"Individual",24,0,0,0,0,0,0,24,24
"9521",821148,2023,"Individual",5,0,0,0,0,0,0,5,5
"9522",821293,2022,"Individual",4,0,0,0,0,0,0,4,0
"9523",821293,2023,"Individual",3,0,0,0,0,0,0,3,0
"9524",821293,2024,"Individual",2,0,0,0,0,0,0,2,2
"9525",821335,2021,"Individual",9,0,0,0,0,0,0,9,0
"9526",821335,2022,"Individual",4,0,0,0,0,0,4,0,0
"9527",821335,2023,"Individual",10,0,0,0,4,0,0,6,0
"9528",821335,2024,"Individual",2,0,0,0,0,0,0,2,0
"9529",821364,2023,"Individual",2,0,0,0,0,0,0,2,0
"9530",821364,2024,"Individual",3,0,0,0,0,0,0,3,0
"9531",821405,2024,"Individual",1,0,0,0,0,0,0,1,0
"9532",821513,2021,"Individual",3,0,0,0,0,0,0,3,0
"9533",821513,2022,"Individual",10,0,0,0,0,0,0,10,10
"9534",821513,2023,"Individual",14,0,0,0,0,13,13,1,0
"9535",821645,2021,"Individual",23,0,0,0,0,0,14,9,0
"9536",821645,2022,"Individual",5,0,0,0,0,0,0,5,0
"9537",821645,2023,"Individual",3,0,0,0,0,0,0,3,0
"9538",821645,2024,"Individual",11,0,0,0,2,0,4,5,0
"9539",821683,2024,"Individual",26,0,0,0,0,26,26,0,0
"9540",822053,2021,"Individual",2,0,0,0,0,0,0,2,0
"9541",822069,2021,"Business",2,0,0,0,0,0,0,2,0
"9542",822069,2022,"Business",2,0,0,0,0,0,0,2,0
"9543",822069,2023,"Business",4,0,0,0,0,0,0,4,0
"9544",822069,2024,"Business",12,0,2,0,0,0,4,8,0
"9545",822236,2021,"Individual",24,0,0,0,0,0,14,10,0
"9546",822246,2022,"Individual",12,0,0,0,0,0,0,12,12
"9547",822306,2021,"Business",172,0,0,0,20,0,152,0,0
"9548",822306,2023,"Business",7,0,0,0,0,0,0,7,0
"9549",822344,2024,"Individual",6,0,0,0,0,0,2,4,0
"9550",822506,2021,"Individual",5,0,0,0,0,0,0,5,0
"9551",822506,2022,"Individual",5,0,0,0,0,0,0,5,2
"9552",822506,2023,"Individual",2,0,0,0,0,0,0,2,0
"9553",822506,2024,"Individual",8,0,0,0,0,0,0,8,1
"9554",822761,2021,"Business",8,0,0,0,0,0,0,8,0
"9555",822761,2022,"Business",4,0,0,0,0,0,0,4,0
"9556",822761,2023,"Business",4,0,0,0,0,0,0,4,0
"9557",822802,2024,"Individual",3,0,0,0,0,0,2,1,0
"9558",822843,2021,"Individual",8,0,0,0,0,0,0,8,0
"9559",822843,2023,"Individual",2,0,0,0,0,0,0,2,0
"9560",822973,2023,"Business",2,0,0,0,0,0,0,2,0
"9561",823084,2021,"Individual",13,0,0,0,0,0,0,13,0
"9562",823084,2022,"Individual",44,0,0,0,0,0,40,4,0
"9563",823084,2023,"Individual",18,0,0,0,0,0,0,18,0
"9564",823084,2024,"Individual",19,0,0,0,10,0,0,9,0
"9565",823235,2021,"Business",308,0,256,0,0,0,308,0,0
"9566",823235,2022,"Business",304,0,264,0,0,0,304,0,0
"9567",823235,2023,"Business",310,0,252,0,0,0,310,0,0
"9568",823235,2024,"Business",316,0,276,0,0,0,316,0,0
"9569",823347,2021,"Individual",20,0,0,0,0,0,0,20,20
"9570",823347,2022,"Individual",12,0,0,0,0,0,0,12,12
"9571",823347,2023,"Individual",12,0,0,0,0,0,0,12,12
"9572",823347,2024,"Individual",12,0,0,0,0,0,0,12,12
"9573",823972,2021,"Individual",4,0,0,0,0,0,0,4,4
"9574",823995,2021,"Individual",18,0,0,0,0,0,14,4,0
"9575",823995,2022,"Individual",27,0,0,0,0,14,18,9,0
"9576",823995,2023,"Individual",2,0,0,0,0,0,2,0,0
"9577",823995,2024,"Individual",0,0,0,0,0,0,0,0,0
"9578",824153,2023,"Individual",7,0,0,0,0,0,0,7,0
"9579",824153,2024,"Individual",10,0,0,0,0,0,0,10,4
"9580",824223,2021,"Individual",2,0,0,0,0,0,0,2,0
"9581",824223,2024,"Individual",2,0,0,0,0,0,0,2,0
"9582",824257,2023,"Group",16,0,0,0,16,0,0,0,0
"9583",824257,2024,"Group",30,0,0,0,30,0,0,0,0
"9584",824384,2022,"Business",10,0,0,0,0,0,10,0,0
"9585",824546,2021,"Individual",36,0,0,0,0,33,36,0,0
"9586",824546,2024,"Individual",4,0,0,0,0,0,0,4,0
"9587",824661,2022,"Individual",10,0,0,0,0,0,0,10,10
"9588",825681,2021,"Individual",7,0,0,0,0,0,0,7,0
"9589",825681,2022,"Individual",47,0,0,0,0,24,40,7,0
"9590",825681,2023,"Individual",52,0,0,0,0,48,48,4,0
"9591",825681,2024,"Individual",2,0,0,0,0,0,0,2,0
"9592",825815,2021,"Business",31,0,0,0,27,0,0,4,0
"9593",825815,2022,"Business",3,0,0,0,0,0,3,0,0
"9594",825875,2022,"Individual",8,0,0,0,0,0,0,8,8
"9595",825875,2023,"Individual",6,0,0,0,0,0,0,6,6
"9596",825967,2022,"Individual",4,0,0,0,0,0,0,4,4
"9597",826240,2021,"Individual",4,0,0,0,0,0,0,4,0
"9598",826240,2023,"Individual",3,0,0,0,0,0,0,3,0
"9599",826240,2024,"Individual",52,0,0,0,0,52,52,0,0
"9600",826266,2021,"Individual",3,0,0,0,0,0,0,3,0
"9601",826266,2022,"Individual",10,0,0,0,0,0,0,10,10
"9602",826266,2023,"Individual",5,0,0,0,0,0,0,5,0
"9603",826266,2024,"Individual",18,0,0,0,0,0,0,18,18
"9604",826458,2023,"Individual",6,0,0,0,0,0,0,6,6
"9605",826458,2024,"Individual",6,0,0,0,0,0,0,6,6
"9606",826493,2022,"Individual",1,0,0,0,0,0,0,1,1
"9607",826493,2023,"Individual",1,0,0,0,0,0,0,1,0
"9608",826563,2021,"Individual",64,0,64,0,0,0,64,0,0
"9609",826577,2021,"Individual",4,0,0,0,4,0,0,0,0
"9610",826577,2022,"Individual",4,0,0,0,0,0,0,4,0
"9611",826834,2024,"Individual",29,0,0,0,0,0,0,29,16
"9612",826970,2021,"Individual",4,0,0,0,0,0,0,4,0
"9613",827041,2024,"Individual",5,0,0,0,0,0,0,5,5
"9614",827044,2022,"Individual",2,0,0,0,0,0,0,2,0
"9615",827193,2021,"Individual",0,0,0,0,0,0,0,0,0
"9616",827584,2021,"Individual",4,0,0,0,0,0,0,4,0
"9617",827584,2023,"Individual",2,0,0,0,0,0,0,2,0
"9618",827673,2024,"Individual",2,0,0,0,0,0,0,2,0
"9619",828000,2023,"Individual",0,0,0,0,0,0,0,0,0
"9620",828275,2024,"Business",13,0,0,0,0,0,0,13,0
"9621",828342,2021,"Individual",24,0,0,0,24,0,0,0,0
"9622",828342,2022,"Individual",47,0,0,0,30,0,12,5,0
"9623",828342,2023,"Individual",43,0,0,0,35,0,0,8,0
"9624",828342,2024,"Individual",29,0,0,0,25,0,0,4,0
"9625",828631,2024,"Individual",31,0,0,0,0,26,26,5,0
"9626",828953,2021,"Individual",7,0,0,0,0,0,0,7,0
"9627",828953,2023,"Individual",6,0,0,0,0,0,0,6,0
"9628",828953,2024,"Individual",51,0,0,0,0,0,40,11,0
"9629",829040,2021,"Individual",8,0,0,0,0,0,0,8,0
"9630",829040,2022,"Individual",1,0,0,0,0,0,0,1,1
"9631",829040,2023,"Individual",2,0,0,0,0,0,0,2,0
"9632",829288,2023,"Individual",5,0,0,0,0,0,0,5,0
"9633",829288,2024,"Individual",2,0,0,0,2,0,0,0,0
"9634",829657,2023,"Individual",40,0,0,0,0,0,0,40,0
"9635",829657,2024,"Individual",38,0,0,0,0,0,0,38,0
"9636",829761,2023,"Individual",4,0,0,0,0,0,0,4,0
"9637",829800,2021,"Individual",8,0,0,0,0,0,0,8,0
"9638",829800,2023,"Individual",2,0,2,0,0,0,2,0,0
"9639",829800,2024,"Individual",2,0,2,0,0,0,2,0,0
"9640",829824,2021,"Individual",10,0,0,0,0,0,0,10,0
"9641",829824,2022,"Individual",57,0,0,0,0,0,57,0,0
"9642",829824,2023,"Individual",6,0,0,0,0,0,0,6,0
"9643",829824,2024,"Individual",6,0,0,0,0,0,0,6,0
"9644",829844,2021,"Individual",24,0,0,0,0,0,0,24,0
"9645",829844,2022,"Individual",15,0,0,0,0,0,0,15,9
"9646",829844,2024,"Individual",4,0,0,0,0,0,0,4,0
"9647",830107,2021,"Individual",4,0,0,0,0,0,0,4,0
"9648",830107,2022,"Individual",26,0,0,0,0,0,24,2,0
"9649",830107,2023,"Individual",4,0,0,0,0,0,0,4,0
"9650",830107,2024,"Individual",8,0,0,0,0,0,0,8,0
"9651",830119,2021,"Individual",19,0,0,0,0,0,0,19,0
"9652",830119,2022,"Individual",10,0,0,0,0,0,0,10,5
"9653",830119,2023,"Individual",9,0,0,0,0,0,0,9,0
"9654",830119,2024,"Individual",1,0,0,0,0,0,0,1,0
"9655",830224,2022,"Individual",10,0,0,0,0,0,0,10,10
"9656",830383,2021,"Individual",24,0,0,0,0,16,22,2,0
"9657",830700,2024,"Individual",2,0,0,0,0,0,0,2,2
"9658",830711,2024,"Individual",3,0,0,0,0,0,0,3,0
"9659",830712,2024,"Individual",4,0,0,0,0,0,0,4,4
"9660",830833,2021,"Individual",43,0,0,0,0,0,41,2,0
"9661",830833,2022,"Individual",52,0,0,0,0,0,36,16,0
"9662",830833,2023,"Individual",60,0,0,0,0,0,41,19,0
"9663",830833,2024,"Individual",55,0,0,0,0,0,38,17,0
"9664",830865,2021,"Individual",12,0,0,0,0,0,0,12,0
"9665",830865,2022,"Individual",3,0,0,0,0,0,0,3,0
"9666",830865,2024,"Individual",3,0,0,0,0,0,0,3,0
"9667",830897,2024,"Individual",9,0,0,0,0,0,0,9,9
"9668",831003,2021,"Individual",15,0,0,0,0,0,9,6,0
"9669",831003,2022,"Individual",4,0,0,0,0,0,0,4,0
"9670",831003,2023,"Individual",8,0,0,0,0,3,8,0,0
"9671",831003,2024,"Individual",2,0,0,0,0,0,0,2,0
"9672",831166,2024,"Individual",2,0,0,0,0,0,0,2,0
"9673",831397,2021,"Individual",48,0,0,0,0,48,48,0,0
"9674",831738,2023,"Individual",3,0,0,0,0,0,0,3,0
"9675",831738,2024,"Individual",40,0,0,0,0,0,0,40,16
"9676",831795,2024,"Individual",18,0,0,0,0,0,0,18,10
"9677",832144,2021,"Individual",2,0,0,0,0,0,0,2,0
"9678",832144,2023,"Individual",4,0,0,0,0,0,0,4,0
"9679",832144,2024,"Individual",10,0,0,0,0,0,0,10,4
"9680",832186,2022,"Individual",4,0,0,0,0,0,0,4,0
"9681",832197,2023,"Individual",57,0,0,45,0,0,45,12,0
"9682",832197,2024,"Individual",68,0,0,0,0,0,60,8,0
"9683",832480,2023,"Business",15,0,0,0,15,0,0,0,0
"9684",832748,2024,"Individual",4,0,0,0,0,0,0,4,0
"9685",832878,2021,"Individual",6,0,0,0,0,0,0,6,0
"9686",832878,2022,"Individual",9,0,0,0,0,0,0,9,0
"9687",832878,2023,"Individual",10,0,0,0,0,0,0,10,0
"9688",832878,2024,"Individual",4,0,0,0,0,0,0,4,0
