ACCOUNT_KEY,AGE,GENDER,MARITAL_STATUS,INCOME_MIDPOINT,CHILDREN_IN_HH,NUMBER_OF_CHILDREN
884260,66,Male,Married,95000,N,
884452,50,Male,Married,125000,Y,1
884569,70,Female,Married,65000,N,0
884796,,,,,,
884905,57,Male,Married,150000,Y,1
885062,36,Male,Single,87500,Y,1
885101,66,Female,Married,125000,Y,1
885154,38,Male,Single,150000,Y,1
885163,42,Female,Married,162500,Y,3
885186,48,Male,Married,35000,Y,2
885246,,,,,,
885507,64,Male,Married,150000,N,0
885610,49,Male,Single,150000,Y,1
885660,35,Female,Married,137500,N,
885916,51,Female,Married,112500,Y,1
885965,66,Male,Married,150000,Y,2
886070,22,Male,Married,112500,N,0
886105,65,Female,Married,65000,N,0
886160,86,Male,Married,125000,Y,1
886325,70,Male,Married,87500,Y,1
886363,34,Female,Married,125000,Y,4
886417,76,Male,Married,95000,N,0
886518,54,Female,Married,87500,Y,2
886630,24,Female,Married,125000,Y,2
886637,,,,,,
886701,,,,,,
886724,66,Male,Married,112500,Y,2
886796,,,,,,
887017,,,,,,
887534,46,Male,Married,112500,Y,1
887536,29,Male,Married,137500,Y,1
887950,,,,,,
887996,70,Male,Married,187500,N,0
888024,41,Male,Married,95000,Y,1
888112,34,Male,Single,57500,Y,1
888263,51,Male,Married,150000,Y,3
888307,76,Male,Married,150000,N,
888326,50,Female,Married,150000,Y,2
888641,36,Male,Single,95000,N,
888708,40,Male,Single,150000,N,0
888714,36,Male,Single,87500,N,0
888896,,,,,,
889147,,,,,,
889184,31,Male,Single,137500,N,0
889364,63,Male,Married,85000,N,2
889401,30,Female,Married,42500,Y,1
889426,74,Male,Single,150000,Y,3
889636,68,Female,Married,150000,N,0
889826,56,Male,Married,112500,N,
889928,57,Male,Married,150000,N,0
890037,20,,Married,87500,Y,1
890202,52,Male,Single,87500,Y,1
890426,,,,,,
890511,,,,,,
890545,,,,,,
890756,,,,,,
890935,47,Male,Married,112500,N,0
890937,36,Male,Single,112500,N,
890964,44,Male,Married,112500,Y,2
890997,35,Male,Single,137500,N,
891216,62,Male,,,,
891373,60,Male,Married,112500,N,0
891578,43,Male,Married,45000,Y,1
891698,44,Male,Married,150000,Y,4
891752,64,Male,Married,75000,N,0
892309,45,Male,Single,150000,N,
892379,,,,,,
892450,53,Female,Married,137500,N,0
892461,,,,,,
892513,36,Male,Single,87500,,
892540,60,Male,,,,
892571,63,Female,Married,95000,N,0
892695,77,Male,Married,150000,N,0
892846,58,Female,Married,150000,Y,1
892911,37,Male,Single,150000,N,1
893106,60,Female,Single,45000,N,0
893134,59,Male,Single,112500,N,0
893197,,,,,,
893659,64,Male,Married,95000,N,
893721,45,Male,Married,25000,Y,1
893800,48,Male,Married,150000,Y,1
894151,38,Female,Single,55000,Y,2
894185,54,Female,Single,87500,N,0
894583,66,Female,Married,150000,Y,1
894673,,,Married,150000,Y,2
894820,58,Male,Married,150000,N,
894855,25,Male,Married,150000,Y,1
894945,44,Male,Married,150000,Y,1
895106,51,Female,Married,95000,Y,4
895175,31,Male,Single,112500,Y,1
895262,44,Male,Married,150000,N,
895422,57,Male,Married,150000,N,
895468,36,Male,Single,75000,N,
895571,48,Male,Married,150000,Y,3
895598,,,,,,
895809,39,Female,Married,150000,Y,1
896094,48,Male,Married,150000,Y,5
896417,66,Male,Married,95000,Y,1
896481,40,Male,Single,187500,Y,1
896740,60,Male,Married,150000,Y,2
896812,,,,,,
896858,45,Male,Married,75000,Y,1
896962,,,Married,125000,N,0
897047,47,Female,Married,150000,Y,4
897345,60,Male,Married,7500,N,3
897371,,,,,,
897373,59,Male,Married,25000,N,
897644,,,Married,87500,Y,2
897674,,,,,,
897959,62,Male,Single,150000,N,0
898006,57,Female,Single,25000,N,0
898042,,,,,,
898132,52,Female,Married,87500,Y,3
898142,35,Male,Married,95000,Y,2
898219,,,,,,
898640,62,Female,Single,112500,N,
898820,,,,,,
899086,45,Male,Married,150000,Y,3
899110,60,Male,Married,25000,Y,1
899132,45,Female,Married,112500,Y,2
899146,68,Female,Married,137500,N,0
899315,67,Male,Married,137500,Y,1
899570,,,,,,
899634,54,Male,Married,150000,Y,1
899794,56,Male,Married,57500,N,0
899838,,,Single,25000,N,
899947,18,Male,Married,150000,Y,2
900043,,,,,,
900119,80,Male,Single,57500,N,0
900178,67,Male,Single,95000,N,
900361,49,Male,Single,150000,Y,1
900362,50,Male,Single,125000,,
900424,30,Male,Married,125000,N,0
900577,38,Female,Single,55000,N,0
900770,72,Female,Single,150000,N,0
900971,31,Male,Single,137500,Y,1
901003,,,,,,
901256,,,,,,
901471,34,Female,Married,150000,Y,2
901502,74,Male,Married,162500,N,0
901601,56,Male,Married,87500,Y,1
901711,41,Male,Single,95000,Y,1
901722,44,Female,Married,150000,Y,4
901876,30,Female,Married,62500,N,0
902055,,,,,,
902089,32,Male,Single,150000,N,0
902159,39,Male,Single,35000,N,
902366,,,,,,
902397,75,Male,Married,150000,N,0
902638,49,Male,Single,45000,N,1
902679,44,Male,Single,187500,Y,4
902945,48,Male,Married,150000,Y,1
903158,40,Male,Single,112500,Y,1
903283,34,Female,Married,125000,Y,1
903392,,,,,,
903515,54,Male,Married,250000,Y,4
903698,30,Male,Single,112500,Y,2
904080,43,Male,Single,75000,N,2
904274,,,,,,
904372,,,,,,
904373,,,,,,
904437,58,Female,Married,150000,N,0
904540,60,Male,Married,162500,Y,1
904571,40,Male,Married,150000,Y,2
904854,33,Male,Single,150000,Y,1
904986,62,Male,Married,150000,N,
905018,46,Female,Married,35000,N,
905212,37,Male,Single,150000,N,0
905310,50,Female,Married,5000,N,0
905326,57,Female,Married,150000,N,0
905375,58,Male,Married,75000,N,
905420,55,Female,Married,95000,Y,3
905718,24,Male,Married,137500,Y,3
905733,45,Male,Single,85000,Y,2
905810,18,Male,Married,87500,Y,2
906011,62,Female,Married,87500,Y,1
906126,49,Male,Married,150000,Y,4
906207,97,Male,Married,112500,Y,3
906470,32,Male,Single,112500,N,0
906798,82,Male,Married,150000,N,0
907024,50,Male,Single,45000,N,
907104,,,,,,
907267,22,Male,Married,125000,Y,2
907403,32,Female,Single,62500,,
907530,,,,,,
907541,53,Male,Married,150000,Y,1
908015,78,Female,Married,250000,N,0
908238,40,Female,Single,75000,Y,1
908342,,,,,,
908715,53,Female,Single,95000,Y,1
909100,34,Female,Single,150000,Y,2
909189,63,Male,Married,112500,N,0
909338,60,Male,Married,65000,N,1
909359,47,Female,Single,112500,N,0
909480,63,Female,Married,112500,N,0
909720,55,Male,Married,150000,N,0
909731,,,,,,
909914,53,Male,Married,112500,N,0
909941,36,Male,Married,65000,Y,1
909963,49,Male,Married,45000,Y,2
910357,77,Male,Married,95000,N,
910694,52,Female,Married,150000,N,
910999,64,Female,Married,95000,Y,1
911212,28,Male,Single,125000,Y,1
911513,41,Female,Married,137500,Y,2
911698,71,Female,Single,17500,N,0
911730,,,,,,
911741,,,,,,
911757,54,Male,Married,162500,Y,4
911862,22,Male,Married,75000,Y,1
911904,,,,,,
912164,26,Male,Married,65000,Y,1
912187,59,Male,Married,95000,N,0
912277,50,Male,Married,70000,Y,3
912422,65,Male,Married,150000,N,
912556,,,,,,
912650,24,Male,Single,125000,N,0
912718,,,,,,
912805,66,Male,Married,112500,N,0
912822,38,Male,Married,37500,Y,2
912872,62,Male,Married,32500,Y,1
912945,58,Male,Married,137500,Y,2
913233,47,Male,Married,75000,N,0
913557,46,Female,Single,55000,Y,1
913842,55,Female,Married,75000,Y,1
913975,40,Male,Single,57500,,
914071,64,Male,Married,225000,Y,1
914164,,,,,,
914211,,,,,,
914334,39,Male,Married,150000,N,
914632,56,Male,Married,112500,N,0
914761,44,,Married,47500,,
915036,54,Male,Married,125000,Y,1
915222,66,Male,Married,95000,N,
915437,62,Male,Married,187500,Y,2
915690,55,Male,Single,45000,N,0
915979,34,Female,Married,137500,Y,2
915993,25,Female,Single,75000,N,
916019,68,Male,Married,225000,N,0
916050,42,Male,Married,47500,Y,5
916074,42,Male,Married,150000,Y,1
916081,68,Male,Married,112500,N,0
916150,,,,,,
916161,,,,,,
916282,60,Female,Single,187500,,
916325,66,Female,Married,137500,N,0
916418,46,Male,Married,150000,Y,2
916430,52,Male,Married,87500,Y,1
916632,76,Male,Married,250000,Y,1
916950,70,Female,Married,150000,N,0
917127,54,Female,Married,65000,N,
917169,39,Female,Single,75000,Y,1
917321,69,Male,Married,150000,N,
917414,44,Female,Married,95000,Y,2
917429,55,Male,Single,55000,N,
917432,40,Male,Single,112500,Y,3
917608,36,Male,Married,137500,Y,1
917677,,,,,,
917981,46,Male,Married,37500,Y,1
918101,45,Male,Married,45000,Y,1
918232,48,Male,Married,125000,Y,1
918271,55,Male,Married,150000,Y,1
918396,59,Male,Married,55000,N,0
918410,46,Male,Single,250000,Y,3
918651,45,Female,Married,112500,Y,4
918736,25,Female,Single,95000,Y,5
918810,,,,,,
918948,,,,,,
919177,,,,,,
920486,28,Male,Married,87500,Y,2
920641,63,Male,Married,137500,N,0
920667,64,Female,Married,70000,N,0
920867,38,Male,Married,45000,Y,1
920922,,,,,,
921020,58,Female,Married,225000,Y,3
921037,52,Male,Single,112500,N,3
921046,64,Male,Married,125000,,
921128,49,Male,Married,150000,Y,2
921262,,,,,,
921423,72,Male,Married,250000,Y,1
921555,,,,,,
921887,,,,,,
921902,38,Male,Married,225000,Y,3
921904,,,,,,
922250,38,Male,Single,45000,N,0
922276,,,,,,
922378,,,,,,
922602,,,,,,
922989,48,Male,Married,125000,Y,2
923025,31,,Single,150000,N,0
923375,44,Male,Single,150000,N,0
923402,40,Male,Married,75000,Y,1
923715,55,Male,Married,150000,Y,1
923729,72,Male,Married,75000,N,2
923992,72,Male,Married,250000,,
924023,,,,,,
924057,56,Male,Married,42500,Y,1
924379,32,Male,Single,187500,Y,1
924727,,,,,,
924770,60,Male,Married,150000,N,
924815,60,Male,Married,112500,N,
924910,54,Male,Single,150000,N,0
924987,,,,,,
925061,56,Female,Married,45000,N,
925543,42,Female,Married,65000,Y,3
925700,55,Male,Single,75000,N,
925778,,,,,,
925790,45,Male,Single,25000,Y,1
925797,62,Female,Married,112500,Y,1
926011,56,Male,Married,32500,Y,2
926576,67,Male,Married,150000,N,0
926647,38,Female,Married,162500,Y,3
926821,57,Male,Married,95000,N,
927010,29,Male,Single,35000,N,2
927100,59,Female,Single,95000,Y,1
927123,47,Male,Single,150000,Y,2
927139,19,Male,Married,95000,Y,6
927497,,,,,,
927510,,,,,,
927562,81,Male,Married,95000,N,0
927698,,,Married,35000,N,
927833,42,Female,Married,75000,Y,5
927867,,,,,,
928087,58,Male,Single,17500,N,0
928090,,,,,,
928186,56,Male,Married,137500,Y,2
928648,56,,Married,32500,N,0
929139,72,Female,Single,27500,Y,1
929429,43,Male,Married,150000,Y,2
929464,,,,,,
929474,,,,,,
929617,28,Male,Married,112500,N,
929797,40,Male,Single,137500,N,0
929948,48,Male,Married,112500,Y,5
930017,,,,,,
930158,73,Male,Married,95000,N,0
930312,29,Male,Married,85000,N,0
930359,62,Female,Married,75000,N,0
930699,65,Male,Married,95000,Y,1
930769,,,,,,
931184,,,Married,112500,Y,1
931307,60,Female,Single,112500,Y,1
931308,56,Female,Married,125000,Y,2
931314,68,Female,Single,65000,N,0
931491,54,Female,Married,250000,Y,3
931595,27,Female,Single,112500,N,0
931634,,,Married,62500,N,0
931957,26,Male,Single,87500,,
931964,73,Male,Married,150000,N,
932085,40,Male,Single,65000,N,0
932175,,,,,,
932213,27,Male,Married,75000,Y,2
932231,,,,,,
932322,,,,,,
932668,46,Male,Single,17500,Y,1
932799,30,Male,Single,75000,N,1
933007,41,Male,Married,150000,Y,4
933170,69,Female,Married,95000,N,
933232,59,Male,Married,150000,Y,3
933257,,,,,,
933485,70,Male,Married,45000,N,0
933503,,,Married,37500,N,0
933650,42,Female,Married,35000,N,0
933854,44,Male,Married,112500,Y,2
933903,32,Male,Single,150000,Y,1
933957,,,,,,
934297,,,,,,
934375,28,Female,Single,17500,,
934609,34,Male,Married,137500,Y,1
935348,,,,,,
935885,61,Male,Married,150000,N,0
935933,58,Male,Single,112500,N,0
935950,,,,,,
936009,,,,,,
936136,67,Male,Married,17500,N,0
936201,52,Female,Married,150000,Y,1
936265,54,Male,Married,137500,N,0
936341,62,Female,Single,45000,N,
936452,37,Male,Married,95000,Y,5
936558,28,Male,Single,137500,N,
936663,47,Female,Married,150000,N,0
936751,,,,,,
936910,58,Female,Married,162500,Y,3
937269,61,Male,Married,75000,Y,1
937291,,,,,,
937559,47,Male,Married,75000,Y,1
937655,50,Male,Married,95000,Y,4
937712,58,Male,Single,150000,N,
937917,37,Male,Married,150000,Y,1
938305,27,Male,Single,137500,N,0
938320,49,Male,Single,75000,N,
938371,43,Male,Married,137500,Y,1
938575,64,Male,Single,250000,Y,1
938841,80,Male,Married,150000,N,0
938855,,,,,,
938904,70,Female,Single,42500,N,0
939220,,,,,,
939257,34,Female,Single,47500,Y,1
939451,68,Female,Single,70000,N,0
939477,,,,,,
939761,53,Male,Married,150000,Y,4
939942,,,,,,
940131,59,Female,Married,137500,Y,1
940161,30,Female,Single,47500,N,0
940190,28,Male,Single,125000,,
940357,,,,,,
940381,63,Male,Married,150000,N,0
940578,,,,,,
940620,,Male,,,N,0
940969,54,Male,Married,95000,Y,2
941009,58,Male,Married,125000,N,0
941059,65,Male,Married,75000,N,
941093,,Male,Married,75000,Y,1
941175,54,Male,Single,62500,N,0
941192,44,Male,Married,87500,Y,4
941237,62,Male,Single,32500,,
941260,24,Male,Married,75000,N,0
941305,,,,,,
941477,45,Male,Single,55000,Y,1
941544,46,,Single,85000,N,
941597,56,Male,Married,150000,Y,2
941616,30,Male,Single,137500,N,
941730,,,,,,
941792,32,Female,Married,125000,Y,3
942329,56,Female,Single,112500,Y,2
942414,57,Male,Single,112500,N,0
942545,37,Male,Married,150000,Y,2
942558,,,Married,112500,N,
942655,38,Male,Single,87500,Y,2
942659,,,,,,
942817,,,,,,
942900,87,Male,Married,150000,Y,1
942985,,,,,,
942986,52,Male,Married,125000,,
943110,29,Female,,,N,
943174,70,Female,Married,25000,N,0
943363,,,,,,
943519,66,Male,Married,112500,N,1
943556,48,Male,Married,187500,Y,2
944188,44,Male,Married,125000,Y,3
944214,71,Male,Married,95000,N,0
944392,30,Male,Married,150000,Y,1
944428,60,Male,Married,70000,Y,4
944467,50,Male,Single,45000,N,
944700,,Male,Married,125000,N,0
944711,65,Male,Single,45000,N,0
944961,38,Male,Single,112500,N,
944969,36,Male,Single,137500,Y,1
945197,64,Male,Married,150000,N,
945254,45,Male,Single,45000,Y,1
945486,65,Male,Married,25000,N,0
945614,31,Male,Single,35000,N,
945944,38,Male,Married,150000,Y,3
945973,58,Male,Married,150000,N,
946133,,,,,,
946140,76,Male,Married,250000,N,0
946218,30,Male,Married,62500,Y,1
946249,60,Female,Married,187500,N,0
946749,,,,,,
946781,,,,,,
946984,,,,,,
946986,55,Male,Married,150000,N,
947062,45,Female,Single,85000,N,0
947094,42,Male,Single,112500,Y,1
947364,50,Male,Married,150000,Y,4
947570,72,Male,Married,150000,Y,1
947700,,,,,,
947788,69,Male,Married,150000,N,0
947943,49,Male,Married,150000,Y,5
947992,65,Male,Married,112500,N,0
948022,,,,,,
948502,70,Male,Married,95000,N,
948592,48,Female,Single,25000,N,0
948602,57,Male,Single,137500,N,
948779,48,Male,Married,95000,Y,3
948789,66,Female,Married,150000,Y,2
948974,69,Male,Married,95000,N,0
949246,32,Male,Married,150000,N,0
949458,53,Male,Married,150000,N,0
949630,,,,,,
949689,72,Male,Married,125000,N,0
949693,64,Female,Married,112500,N,0
949710,50,Male,Married,112500,Y,2
949808,42,Female,Single,95000,Y,1
949938,50,Male,Married,150000,Y,1
950502,64,Male,Single,112500,N,0
950706,,,,,,
951090,56,Male,Married,137500,N,
951218,38,Male,Single,52500,Y,2
951283,39,Male,Married,95000,Y,1
951349,31,Male,Single,45000,N,
951840,19,Male,Married,137500,Y,4
951859,50,Male,Married,150000,Y,2
952426,68,Male,Married,250000,N,0
952517,29,Male,Married,112500,N,
952625,58,Male,Married,150000,N,
952688,66,Male,Single,85000,N,0
952700,,,,,,
952743,,,Married,65000,N,0
952808,,,,,,
952850,62,Male,Married,150000,Y,1
952938,53,Male,Married,95000,Y,2
953205,48,Male,Married,137500,N,
953441,45,Male,Married,95000,Y,2
953716,77,Male,Married,150000,N,0
953969,42,Female,Single,47500,N,0
953998,35,Female,Married,112500,Y,1
954049,40,Male,Married,125000,N,0
954285,28,Female,Married,45000,N,
954412,57,Male,Married,112500,Y,1
954471,57,Male,Single,95000,N,0
954481,22,Male,Married,52500,,
954502,69,Female,Married,150000,N,0
954678,38,Male,Married,150000,Y,3
954719,46,Male,Single,65000,N,
954770,39,Male,Married,95000,Y,2
954814,46,Male,Married,150000,Y,2
954825,,,,,,
954939,,,,,,
955009,,,,,,
955400,33,Male,Married,150000,Y,1
955413,,,,,,
955591,,,,,,
955629,39,Male,Married,137500,Y,4
955638,24,Female,Married,125000,,
955740,30,Female,Married,35000,Y,1
955835,43,Male,Married,150000,Y,3
956212,62,Male,Married,150000,Y,1
956214,38,Male,Single,150000,N,0
956711,,,,,,
957189,58,Male,Married,112500,Y,3
957318,84,Male,Married,150000,N,0
957326,27,Male,Married,112500,N,0
957609,30,Male,Single,187500,,
957624,,,,,,
957731,34,Female,Married,112500,Y,1
957755,36,Male,Married,65000,N,0
957900,,,,,,
958103,,,,,,
958133,47,Male,Married,112500,N,0
958150,32,Female,Married,187500,N,0
958178,,,,,,
958251,50,Male,Married,75000,Y,4
958310,42,Male,Single,25000,Y,1
958524,69,Male,Single,45000,N,
958642,46,Male,Married,150000,Y,5
958678,56,Male,Married,75000,Y,2
958790,,,,,,
958991,74,Male,Single,112500,N,0
959000,24,Male,Single,25000,Y,1
959002,,,,,,
959106,58,Male,Married,112500,N,0
959282,58,Female,Married,87500,N,0
959395,59,Male,Married,35000,Y,1
959631,74,Female,Married,112500,N,0
959747,,,,,,
959773,32,Female,Married,250000,,
959836,50,Female,Married,27500,Y,2
959903,,,,,,
959975,39,Female,Married,150000,Y,1
960190,31,Female,Single,150000,Y,1
960196,,,,,,
960331,38,Female,Married,95000,Y,3
960635,31,Male,Married,17500,Y,1
960658,51,Male,Single,75000,N,0
960720,32,Male,Single,95000,Y,1
960747,40,Female,Single,5000,Y,1
960782,43,Female,Married,150000,Y,1
960811,37,Male,Married,150000,Y,1
960947,57,Male,Married,137500,N,
961390,,,,,,
961457,,,,,,
961584,57,Male,Married,137500,N,0
961784,33,Male,Single,45000,Y,1
961792,44,Female,Married,47500,Y,2
961919,54,Male,Married,112500,Y,2
961973,44,Male,Married,75000,Y,4
961987,63,Male,Single,150000,N,0
962034,30,Male,Married,150000,Y,1
962145,66,Male,Married,150000,Y,1
962239,77,Male,Married,150000,Y,1
962301,,,Single,62500,Y,1
962381,61,Male,Married,65000,Y,1
962552,,,Married,57500,N,0
962943,,,,,,
962944,,,,,,
963103,51,Male,Married,150000,Y,5
963112,42,,Single,45000,Y,1
963182,64,Male,Married,75000,N,
963395,63,Female,Married,35000,N,2
963464,58,Male,Married,150000,Y,1
963517,40,Male,Married,75000,Y,2
963560,53,Female,Single,25000,N,0
963579,,,Single,162500,N,0
963713,,,,,,
963811,,,,,,
964048,60,Male,Married,150000,Y,3
964185,34,Female,Single,57500,Y,2
964385,,,,,,
964493,,,Married,187500,Y,5
964533,,,,,,
964545,38,Male,Married,125000,Y,1
964624,56,Male,Married,250000,Y,3
964738,50,Male,Married,150000,N,1
964763,79,Male,Married,150000,Y,1
964786,,,,,,
964830,,,,,,
965333,,,,,,
965525,36,Female,Single,150000,Y,2
965700,57,Male,Married,150000,Y,2
966136,23,Female,Married,95000,Y,1
966283,49,Male,Married,150000,Y,3
966454,62,Male,Married,75000,N,0
966545,37,Male,Single,150000,Y,4
966578,,,,,,
966787,70,Male,Single,162500,Y,1
966860,,,,,,
967071,42,Female,Single,87500,Y,5
967138,48,Female,Married,125000,,
967414,48,Male,Married,95000,N,0
967542,44,Male,Single,87500,Y,1
967944,60,Male,Married,150000,Y,1
968036,56,Male,Married,250000,Y,3
968228,62,Male,Married,70000,N,0
968229,41,Male,Married,150000,Y,3
968907,49,Female,Married,45000,N,0
968998,,,Married,150000,Y,2
969028,55,Male,Married,65000,N,
969527,58,Male,Married,85000,Y,2
969846,38,Male,Married,75000,Y,1
970284,57,Male,Married,95000,N,0
970492,40,Male,Married,45000,N,0
970666,32,Female,Married,125000,Y,3
971018,,,,,,
971217,,,Single,17500,Y,1
971245,57,Male,Married,150000,Y,1
971273,46,Male,Single,70000,Y,1
971480,,,,,,
971603,20,Male,Married,112500,N,0
971939,,,Single,45000,N,0
972002,58,Male,Single,70000,N,0
972101,88,Male,Married,47500,,
972139,59,Female,Married,95000,N,0
972203,48,Female,Married,35000,N,0
972204,26,Male,Single,250000,N,0
972210,60,Female,Married,95000,N,1
972336,,,,,,
972431,67,Male,Married,112500,Y,1
972685,,,,,,
972774,35,Male,Single,112500,N,
972920,,Male,,,N,
972940,42,Female,Married,137500,N,0
973017,67,Female,Married,150000,N,0
973124,60,Male,Single,112500,N,0
973257,41,Male,Married,137500,Y,1
973268,53,Female,Single,150000,N,0
973460,72,Female,Married,112500,N,0
973656,57,Female,Married,95000,Y,1
973702,45,Male,Single,45000,Y,1
973915,37,Male,Single,137500,Y,1
974113,53,Male,Married,95000,Y,1
974328,,,,,,
974800,42,Male,Married,112500,Y,2
974926,22,Male,Married,87500,,
974982,54,Male,Single,42500,Y,1
975235,,,,,,
976050,54,,Married,150000,Y,2
976064,,,,,,
976221,71,Female,Married,150000,Y,1
976248,68,Male,Married,22500,,
976334,64,Male,Single,35000,N,
976690,41,Male,Single,65000,N,
976839,24,Male,Married,112500,N,0
977122,65,Male,Single,35000,N,0
977239,52,Male,Married,150000,Y,2
977275,79,Male,Single,137500,N,0
978059,72,Female,Married,87500,N,0
978519,30,Male,Single,87500,Y,1
978661,31,Female,Single,112500,Y,1
978765,55,Male,Single,150000,N,1
978847,,,,,,
978960,,,,,,
978997,,,Married,112500,N,0
979041,52,Male,Married,27500,Y,2
979110,36,Female,Married,150000,Y,2
979342,74,Male,Married,250000,N,0
979522,68,Male,Married,150000,N,0
979573,55,Male,Married,137500,N,0
979600,46,Male,Married,95000,Y,1
979710,24,Male,Single,137500,N,
980156,77,Female,Married,137500,N,0
980209,,,,,,
980569,45,Male,Married,150000,Y,1
980636,60,Female,Married,125000,N,0
980736,,,Single,87500,Y,1
980789,69,Male,Married,137500,N,0
980973,42,Female,Married,125000,Y,4
981093,,,,,,
981215,34,Male,Single,112500,Y,1
981588,30,Female,Single,27500,Y,3
981649,54,Male,Single,150000,N,
982023,64,Female,Married,95000,N,1
982092,56,Male,Married,150000,N,
982226,,,Married,150000,Y,4
982267,55,Male,Single,25000,N,
982590,39,Male,Married,150000,N,0
982862,57,Male,Married,150000,Y,2
983290,71,Male,Married,112500,N,
983473,,,,,,
983498,63,Male,Married,150000,N,0
983656,35,Female,Married,95000,Y,3
984037,,,,,,
984265,,,,,,
984420,50,Male,Married,250000,Y,1
984654,43,Male,Married,150000,Y,5
984672,27,Male,Single,55000,N,
984924,58,Female,Single,35000,N,0
984955,,,,,,
984972,32,Female,Married,95000,Y,2
985106,,,,,,
985141,30,Male,Single,112500,Y,1
985185,42,Male,Married,75000,Y,1
985247,30,Male,Married,85000,N,0
985630,38,Male,Married,250000,Y,3
985644,61,Male,Married,85000,Y,3
985776,40,Female,Married,87500,N,0
986007,,,Married,150000,Y,3
986381,,Female,Married,112500,N,
986404,45,Female,Single,112500,Y,1
986665,31,Male,Married,95000,N,0
986857,62,Female,Married,125000,Y,1
986942,67,Male,Married,137500,Y,1
986962,,,,,,
986984,59,Male,Married,45000,N,0
986993,44,Male,Single,75000,Y,1
987178,53,Female,Single,150000,N,2
987189,,,,,,
987377,,,,,,
987442,63,Male,Married,95000,Y,1
987503,50,Male,Married,150000,N,0
987540,,,,,,
987561,42,Male,Married,45000,Y,1
987619,32,Female,Single,187500,N,0
987682,65,Male,Married,137500,N,0
987703,35,Male,Married,95000,N,0
987723,58,Male,Married,95000,Y,3
987979,61,Female,Married,112500,N,0
988001,33,Male,Single,35000,N,0
988117,61,Female,Single,112500,N,0
988164,50,Female,Married,70000,Y,1
988186,57,Male,Married,75000,Y,1
988322,60,Male,Married,150000,N,
988403,64,Female,Married,187500,N,0
988575,43,Male,Married,150000,Y,1
988597,70,Male,Married,162500,N,0
989538,44,Female,Married,150000,Y,1
989692,,,Single,27500,,
989715,,,Single,12500,,
989731,65,Male,Married,150000,Y,1
989808,56,Male,Married,112500,Y,5
989941,42,Male,Married,75000,N,0
989976,44,Female,Married,65000,Y,1
990030,66,Female,Married,137500,N,0
990048,66,Male,Married,95000,N,
990389,,,,,,
990402,43,Male,Married,150000,Y,4
990518,54,Male,Married,25000,Y,2
990569,38,Male,Single,150000,Y,1
990643,44,Female,Married,75000,Y,4
990770,74,Male,Married,112500,N,1
990794,,,,,,
990849,60,Male,Married,150000,Y,1
990938,22,Male,Married,125000,,
990943,43,Female,Married,112500,Y,5
991000,62,Female,Married,95000,N,0
991028,44,,Married,150000,Y,5
991235,62,Male,Married,150000,N,0
991325,,,,,,
991547,45,Male,Married,95000,Y,1
991773,49,Female,Married,45000,N,0
991861,62,Male,Single,45000,Y,1
991895,40,Male,Single,112500,Y,1
991922,,,,,,
991954,65,Male,Married,95000,N,0
992180,,,,,,
992364,70,Male,Married,162500,N,0
992680,,,,,,
992704,34,Male,Single,150000,Y,2
992833,,,,,,
992844,49,Male,Married,95000,Y,3
992865,,,Single,35000,N,0
992871,47,Male,Married,95000,Y,5
992876,35,Male,Single,150000,N,0
992877,60,Male,Married,55000,Y,2
992989,,,,,,
993091,48,Male,Single,125000,,
993118,64,Male,Single,125000,,
993222,66,Male,Married,95000,N,0
993256,47,Male,Married,150000,Y,6
993546,50,Female,Married,250000,Y,2
993684,44,Male,Single,87500,N,0
993833,78,Male,Single,85000,N,0
993915,65,Female,Married,112500,Y,2
993957,,,,,,
993977,42,Male,Married,87500,,
994042,,,,,,
994058,54,Male,Married,137500,N,0
994167,36,Male,Single,62500,Y,1
994220,41,Female,Married,150000,Y,1
994385,68,Male,Married,150000,N,0
994492,,,,,,
995090,23,Female,Single,7500,N,
995247,68,Male,Married,125000,,
995284,39,Male,Single,75000,N,0
995414,55,Male,Married,150000,N,2
995475,37,Female,Married,150000,Y,1
995491,47,Male,Single,45000,N,1
995577,,,,,,
995726,37,Female,Married,95000,Y,1
995867,,,,,,
995892,56,Male,Married,162500,N,0
995980,35,Male,Single,112500,Y,1
996020,50,Male,Married,150000,Y,6
996032,23,Female,Married,75000,Y,1
996077,40,Male,Married,87500,Y,2
996133,,,Married,75000,N,
996151,67,Female,Married,17500,Y,1
996318,57,Male,Married,75000,Y,1
996326,40,Male,Single,70000,Y,1
996591,54,Male,Married,225000,N,0
996682,34,Male,Single,25000,N,
996987,42,Male,Married,112500,N,0
997224,65,Male,Single,95000,Y,2
997435,44,Female,Married,62500,Y,2
997591,58,Male,Married,70000,,
997673,56,Male,Married,70000,N,0
997897,46,Male,Single,47500,Y,2
997906,27,Male,Married,112500,N,
997935,54,Male,Married,112500,Y,1
997957,59,Female,Married,150000,Y,1
997971,38,Male,Married,187500,Y,1
998055,77,Male,Single,95000,N,
998231,,,,,,
998240,43,Male,Married,65000,Y,5
998536,53,Male,Single,25000,N,0
998555,,,,,,
998583,,,,,,
999049,38,Male,Single,95000,N,0
999073,45,Male,Married,112500,Y,6
999077,35,Male,Married,65000,N,
999187,19,Male,Married,95000,Y,1
999476,55,Male,Married,137500,Y,1
