ACCOUNT_KEY,AGE,GENDER,MARITAL_STATUS,INCOME_MIDPOINT,CHILDREN_IN_HH,NUMBER_OF_CHILDREN
111075,36,Male,Married,150000,Y,2
111291,74,Male,Married,150000,N,0
111520,51,Female,Single,85000,Y,1
111788,72,Male,Married,112500,N,0
111803,47,Male,Married,150000,Y,1
111831,37,Female,Married,112500,Y,5
111880,66,Male,Married,45000,N,0
112176,,,,,,
112511,,,,,,
112645,39,Female,Married,150000,Y,1
112844,26,Male,Single,137500,N,0
112849,54,Female,Married,150000,Y,2
112942,58,Male,Single,45000,N,0
112983,82,Male,Married,95000,N,0
113116,,,,,N,
113204,53,Male,Married,137500,Y,2
113212,56,Female,Single,75000,N,
113250,58,Male,Married,150000,Y,1
113339,39,Female,Single,125000,N,1
113370,74,Female,Married,95000,N,0
113426,,,,,,
113489,74,Male,Married,162500,N,0
113618,,,Single,112500,Y,1
113686,86,Male,Married,137500,N,0
113880,72,Male,Married,150000,Y,1
113913,64,Male,Married,45000,Y,1
114391,54,Male,Single,187500,N,0
114497,,Male,,45000,N,
114525,60,Male,Married,75000,N,0
114562,,,,,,
114570,49,Female,Married,150000,Y,1
114643,71,Male,Married,150000,N,0
114807,54,Male,Married,150000,N,0
114845,74,Male,Married,42500,N,0
114876,33,Female,Single,95000,N,0
114890,43,Male,Married,150000,Y,1
115053,47,Male,Single,137500,Y,2
115140,,,,,,
115428,,,,,,
115469,59,Female,Married,75000,N,0
115515,40,Male,Married,137500,N,
115952,66,Male,Married,95000,N,0
116220,66,Male,Married,125000,Y,1
116376,,,,,,
116672,76,Male,Married,162500,Y,1
116823,64,Male,Married,150000,N,0
116839,,,,,,
116916,66,Female,Married,95000,N,0
117039,22,Male,Married,150000,Y,2
117171,,,,,,
117269,30,Female,Single,55000,N,0
117282,63,Female,Married,112500,N,0
117412,67,Male,Married,150000,Y,2
117417,,,Married,125000,Y,1
117469,,,,,,
117526,,,,,,
117945,34,Male,Single,187500,N,0
118009,,,Married,150000,Y,1
118173,27,Male,Married,150000,N,
118368,38,Male,Married,75000,N,
118405,61,Male,Married,150000,N,0
118739,40,Female,Married,125000,Y,3
118818,60,Male,Married,87500,Y,1
118869,68,Male,Married,137500,N,0
118940,58,Male,Married,70000,Y,1
118967,60,Male,Married,162500,Y,1
119013,66,Male,Married,87500,N,0
119158,49,Male,Single,150000,Y,3
119313,41,Male,Single,150000,Y,1
119314,57,Female,Married,150000,N,
119382,33,Male,Single,150000,Y,1
119384,32,Male,Single,87500,Y,1
119437,,,,,,
119471,53,Female,Married,112500,N,0
119564,23,Male,Married,45000,Y,4
119575,57,Male,Married,150000,Y,2
119609,46,Female,Married,35000,Y,1
119641,65,Male,Married,25000,N,0
119661,60,Male,Married,162500,Y,1
119760,38,Male,Single,225000,Y,3
119937,,,,,,
120189,29,Male,Single,55000,N,
120508,55,Male,Married,150000,N,
120527,62,Male,Married,65000,N,0
120549,,,,,,
120740,39,Male,Single,75000,N,0
120791,73,Male,Married,95000,N,0
120858,,,,,,
120940,54,Male,Married,70000,,
121141,58,Male,Married,162500,N,0
121144,,,,,,
121200,,,,,,
121404,56,Male,Married,70000,Y,3
121425,57,Male,Single,65000,N,0
121498,51,Male,Single,45000,Y,2
121515,24,Male,Single,150000,Y,4
121575,66,Female,Married,137500,N,
121679,75,Male,Married,75000,N,0
121821,72,Female,Married,75000,N,
121842,,,,,,
121850,74,Male,Married,35000,N,0
122002,,,Married,250000,Y,4
122106,40,Female,Single,87500,,
122128,75,Male,Married,150000,N,0
122426,,,,,,
122469,66,Male,Married,125000,Y,1
122688,77,Male,Married,65000,Y,3
123038,64,Male,Single,45000,N,0
123051,,,,,,
123227,38,Male,Single,112500,Y,2
123565,,,,,,
124302,68,Male,Married,95000,N,0
124356,51,Female,Married,65000,Y,1
124427,48,Female,Single,62500,Y,1
124613,,,Married,95000,Y,1
124753,,,,,,
124788,,,,,,
124912,40,Female,Married,187500,Y,4
125013,55,Female,Married,150000,Y,1
125146,,,Married,125000,,
125159,52,Male,Married,87500,Y,2
125405,76,Male,Married,95000,N,0
125645,,,,,,
125741,56,Male,Single,125000,N,0
125762,,,,,,
125780,32,Male,Single,125000,,
125842,,,Single,45000,N,0
125948,64,Male,Married,225000,Y,3
126028,68,Male,Married,150000,Y,4
126126,41,Male,Married,95000,N,0
126140,24,Male,Single,112500,N,0
126192,70,Male,Married,45000,N,0
126293,,,,,,
126496,60,Male,Married,112500,N,0
126546,66,Female,Married,150000,Y,2
126709,73,Male,Married,150000,Y,1
126741,,,,,,
126752,18,Female,Single,7500,Y,1
126770,72,Male,Single,162500,N,0
126886,55,Male,Married,35000,Y,1
126935,64,Female,Married,150000,N,0
126977,88,Male,Married,70000,N,0
127162,63,Male,Married,25000,Y,2
127385,76,Female,Married,70000,N,0
127737,69,Female,Married,112500,N,0
127788,46,Male,Married,187500,Y,6
127829,70,Female,Single,35000,N,0
127916,52,Male,Married,75000,N,
127958,40,Female,Single,137500,Y,1
127987,70,Male,Married,125000,,
128191,46,Male,Married,62500,Y,6
128217,39,Male,Married,137500,Y,1
128310,63,Female,Married,75000,Y,2
128487,34,Male,Single,187500,Y,2
128599,69,Male,Single,17500,N,
128626,42,Male,Married,112500,Y,1
128708,31,Female,Single,112500,Y,3
128837,,,,,,
128899,74,Male,Married,150000,N,1
129055,,,,,,
129081,56,Male,Married,137500,N,
129250,42,Male,Married,95000,N,1
129550,60,Male,Married,35000,Y,1
129593,24,Male,Married,25000,Y,2
129597,62,Male,Married,187500,N,0
129734,32,Female,Single,150000,Y,1
129831,34,Female,Single,150000,Y,1
130163,78,Female,Single,112500,Y,1
130252,,,,,,
130349,30,Male,Single,150000,N,0
130568,,,Single,35000,N,
130860,28,Male,Single,87500,,
130922,68,Female,Married,,,
131142,,,,,,
131233,60,Male,Married,87500,,
131395,,,,,,
131473,48,Female,Married,150000,Y,1
131663,60,Male,Married,162500,N,0
132269,34,Male,Single,27500,,
132344,58,Male,Married,150000,N,0
132392,59,Male,Married,150000,N,0
132492,,,Single,112500,N,0
132583,,,,,,
132619,51,Male,Married,150000,Y,2
132629,28,Male,Single,150000,N,1
132643,67,Male,Married,150000,N,0
132645,37,Male,Single,150000,Y,1
132779,,,,,,
132781,49,Male,Married,150000,Y,1
132984,47,Male,Single,35000,N,0
133350,60,Male,Married,75000,N,0
133472,,,,,,
133957,,,,,,
134047,30,Male,Single,37500,Y,1
134156,48,Male,Single,47500,N,0
134291,24,Male,Married,112500,N,0
134513,,,,,,
134614,41,Male,Married,150000,Y,1
134714,56,Female,Married,65000,Y,2
134877,,,Married,45000,Y,3
135117,,,Married,112500,Y,1
135155,,,,,,
135265,29,Male,Single,55000,N,0
135271,38,Male,Single,137500,Y,1
135334,,,,,,
135454,29,Male,Single,95000,N,0
135771,63,Female,Married,112500,N,
135903,45,Male,Married,150000,Y,2
135927,30,Male,Married,150000,Y,2
136372,64,Male,Married,150000,N,0
136720,,,,,,
137211,48,Male,Single,35000,Y,5
137308,64,Female,Married,150000,Y,1
137332,40,Male,Married,150000,Y,5
137669,87,Male,Married,150000,Y,1
137783,88,Male,Married,225000,N,0
137797,48,Male,Married,150000,N,0
137819,66,Male,Married,75000,N,0
138062,53,Male,Married,137500,N,0
138221,32,Female,Married,85000,Y,1
138294,50,Male,Married,95000,Y,3
138381,,,,,,
138684,46,Female,Single,162500,Y,1
138804,35,Male,Married,150000,Y,1
138919,43,Male,Married,150000,Y,1
138939,58,Female,Single,75000,Y,1
139124,56,Male,Married,125000,Y,1
139591,59,Male,Married,150000,Y,1
139740,45,Male,Single,65000,N,
140001,47,Female,Married,112500,Y,1
140338,,,,,,
140394,40,Female,Married,70000,N,0
140481,35,Male,Married,137500,Y,2
140739,37,Male,Married,112500,Y,2
141123,31,Female,Single,35000,Y,1
141448,,,,,,
141468,42,Male,Married,95000,Y,1
141730,66,Female,Married,95000,N,0
141774,62,Male,Married,150000,N,2
141797,66,Male,Married,125000,Y,1
141911,52,Male,Married,35000,Y,3
142121,25,Male,Single,75000,Y,2
142178,48,Female,Married,150000,N,0
142452,42,Male,Married,75000,Y,2
142617,64,Female,Married,47500,N,0
142758,44,Male,Married,137500,Y,3
142805,45,Male,Married,150000,Y,1
143054,68,Male,Married,150000,N,
143115,35,Male,Married,150000,Y,1
143278,49,Male,Married,150000,Y,1
143645,34,Male,Married,150000,Y,1
143719,78,Female,Married,95000,N,0
143843,,,,,,
144125,64,Male,Married,112500,Y,1
144130,,,,,,
144150,53,Female,Married,150000,N,5
144153,32,Male,Single,75000,N,
144154,40,Male,Single,150000,Y,1
144163,68,Male,Married,35000,N,
144294,81,Male,Married,95000,N,0
144380,,,,,,
144613,44,Male,Married,137500,Y,5
144648,42,Male,Married,150000,Y,1
145141,35,Male,Married,112500,Y,1
145231,70,Female,Married,95000,N,0
145305,64,Male,Married,150000,N,0
145591,49,Male,Single,75000,Y,4
145768,30,Male,Single,125000,,
145778,,,,,,
145864,54,Male,Married,150000,N,0
145949,,,,,,
145960,53,Male,Married,150000,Y,1
146101,51,Female,Single,150000,N,0
146150,58,Male,Married,62500,,
146311,36,Male,Married,150000,Y,1
146418,,,,,,
146480,70,Male,Married,112500,Y,2
146964,,,,,,
146999,,,Married,85000,N,0
147074,31,Male,Single,55000,N,
147146,,,,,,
147335,29,Male,Married,150000,N,
147390,42,Female,Married,150000,Y,2
147516,24,Male,Single,225000,N,
147517,56,Male,Married,187500,Y,3
147670,,,,,,
147877,30,Male,Single,125000,N,0
147913,24,Female,Married,125000,Y,1
147922,36,Male,Married,150000,N,
148026,57,Male,Married,150000,Y,2
148322,76,Female,Married,95000,N,0
148512,26,Male,Married,150000,N,
148642,50,Male,Married,225000,,
148745,,,,,,
148834,95,Male,Single,55000,N,0
148906,,,,,,
148927,78,Male,Married,57500,Y,1
148976,31,Male,Married,25000,Y,1
148979,52,Male,Married,70000,N,0
149034,,,,,,
149401,51,Male,Married,85000,Y,2
149459,66,Male,Married,125000,Y,2
149536,,,Married,150000,Y,2
149730,,,,,,
150090,,,,,,
150368,57,Male,Married,150000,N,0
150496,,Male,Married,87500,Y,1
150571,35,Female,Married,65000,Y,2
150924,32,Male,Single,112500,Y,1
151023,82,Male,Married,95000,Y,2
151047,52,Male,Married,87500,N,0
151254,60,Female,Married,75000,N,
151460,30,Male,Married,112500,N,0
151885,,,,,,
151886,,,,,,
152000,49,Male,Married,45000,Y,3
152329,,,,,,
152330,,,,,,
152448,56,Male,Single,150000,Y,1
152617,,,Married,125000,Y,2
152647,,,,,,
152722,,,Married,70000,N,0
152729,64,Male,Married,95000,N,
152896,20,Male,Married,150000,Y,4
152946,63,Female,Married,45000,N,0
152997,70,Female,Married,35000,N,0
153490,57,Female,Single,150000,Y,2
153493,66,Male,Married,150000,N,0
153506,60,Male,Married,125000,,
153736,,,,,,
153844,60,Male,Single,32500,N,0
153870,31,Male,Married,150000,Y,2
154242,38,Male,Married,112500,Y,2
154386,31,Male,Married,150000,Y,2
154447,54,Male,Single,65000,N,0
154490,35,Female,Single,45000,Y,1
154641,65,Male,Married,150000,Y,2
154852,37,Male,Married,35000,Y,1
154930,60,Male,Married,87500,,
154935,55,Female,Single,150000,N,0
154967,66,Male,Married,162500,N,0
155017,66,Male,Married,150000,N,0
155188,,,,,,
155432,33,Male,Single,75000,Y,1
155510,42,Male,Single,47500,Y,2
155535,,,,,,
155661,,,,,,
155772,55,Female,Married,75000,Y,3
155841,39,Female,Married,150000,Y,1
155946,63,Female,Married,112500,Y,1
155958,,,,,,
156094,56,Male,Married,150000,Y,2
156252,56,Male,Married,150000,Y,2
156310,30,Male,Married,95000,Y,1
156335,52,Male,Married,65000,Y,3
156418,38,Male,Single,150000,Y,1
156466,72,,Single,57500,Y,2
156496,51,Female,Married,75000,Y,4
156619,,,,,,
156647,48,Male,Married,150000,Y,1
156724,,,,,,
156776,66,Male,Married,150000,N,0
156799,34,Male,Married,150000,Y,2
156888,31,Male,Single,45000,N,0
156967,67,Female,Single,112500,N,0
157105,,,,,,
157183,64,Female,Single,75000,Y,2
157193,,,,,,
157468,70,Male,Married,150000,Y,1
157584,58,Male,Married,27500,N,0
157651,53,Male,Single,150000,Y,1
157702,30,Male,Married,25000,Y,1
157775,42,Male,Single,87500,N,0
157906,45,Female,Married,95000,Y,5
157966,77,Male,Married,150000,Y,1
158034,45,Male,Married,150000,Y,1
158081,40,Female,Married,125000,N,0
158806,43,Male,Single,150000,Y,6
158951,,,,,,
159458,45,Male,Married,112500,N,
159573,86,Male,Single,55000,Y,4
159684,,,,,,
159886,36,Male,Single,150000,Y,2
159927,,,,,,
159952,48,Male,Married,250000,Y,1
160116,60,Female,Married,162500,,
160138,47,Female,Married,150000,Y,2
160433,33,Female,Married,150000,Y,1
160460,74,Male,Married,150000,N,0
161010,58,Male,Married,150000,Y,1
161281,40,Female,Married,150000,Y,3
161556,,,,,,
161793,,,,,,
161804,30,Female,Single,112500,N,
161887,76,Male,Married,112500,Y,1
161920,51,Male,Married,150000,Y,1
162040,62,Male,Married,150000,Y,1
162351,,,,,,
162441,49,Male,Married,65000,N,0
162456,86,Female,Single,52500,,
162979,67,Male,Married,150000,N,0
163009,59,Male,Single,150000,N,0
163326,,Male,Married,25000,Y,1
163397,42,Male,Married,112500,Y,1
163581,,,,,,
163805,41,Female,Single,95000,Y,1
164427,47,Male,Married,150000,Y,4
164788,,,,,,
164979,25,Female,Married,85000,Y,2
165403,18,Male,Married,125000,Y,1
165743,40,Male,Married,150000,Y,2
165994,62,Female,Single,95000,N,0
166071,62,Female,Married,125000,,
166123,57,Male,Married,7500,N,
166504,,,Married,150000,Y,1
166690,66,Male,Married,95000,N,0
166780,41,Female,Married,150000,Y,2
166949,72,Male,Married,162500,Y,2
167060,59,Male,Single,112500,Y,1
167102,57,Male,Married,150000,Y,3
167241,43,Female,Married,137500,Y,1
167278,24,Male,Married,112500,N,0
167791,62,Male,Married,95000,N,
167794,,,,,,
168017,47,Male,Married,112500,Y,3
168070,67,Female,Married,35000,N,0
168245,56,Male,Married,17500,Y,3
168289,31,Female,Married,150000,N,0
168385,50,Male,Married,87500,,
168495,49,Male,Married,112500,Y,1
168604,,,,,,
168715,36,Male,Married,112500,N,
169062,30,Male,Single,250000,,
169130,59,Male,Married,112500,N,0
169153,46,Male,Married,47500,N,0
169287,40,Female,Married,137500,Y,1
169384,,,,,,
169820,70,Male,Married,95000,N,
169967,36,Male,Married,150000,Y,2
170233,24,Male,Married,45000,N,
170274,49,Female,Married,75000,Y,6
170527,74,Male,Single,150000,Y,2
170668,66,Female,Married,62500,N,0
170762,44,Male,Single,150000,Y,4
171043,48,Male,Married,112500,Y,5
171100,57,Male,Married,137500,N,0
171121,32,Male,Single,112500,Y,1
171142,54,Male,Married,95000,Y,2
171311,69,Male,Married,95000,N,
171549,,,,,,
171699,52,Female,Married,225000,Y,1
171756,27,Female,Married,45000,Y,1
171792,,,,,,
171863,44,Female,Married,250000,Y,2
172076,58,Male,Married,125000,N,0
172288,51,,Single,45000,N,0
172697,61,Female,Married,95000,N,0
173145,,,,,,
173709,56,Male,Married,87500,,
173769,30,Female,Single,25000,Y,1
173789,,,,,,
173838,60,Male,Married,150000,N,2
174076,66,Male,Married,112500,N,0
174650,66,Male,Married,35000,N,
174741,52,Male,Married,150000,Y,2
174798,,,,,,
174829,48,Male,Married,95000,N,0
174838,74,Male,Married,150000,N,0
174883,50,Male,Married,150000,Y,1
174964,37,Male,Married,75000,N,0
175022,64,Male,Single,45000,N,
175143,,,,,,
175162,43,Female,Single,112500,Y,1
175415,75,Male,Married,150000,N,0
175527,43,Female,Single,35000,Y,4
175653,24,Male,Married,150000,Y,1
175853,,,,,,
175998,24,Male,,35000,N,0
176057,55,Male,Married,45000,Y,1
176217,78,Male,Single,62500,Y,1
176349,62,Male,Married,150000,N,0
176525,,,,,,
176616,71,Male,Married,150000,Y,1
176707,29,Male,Single,65000,N,
176964,60,Male,Married,112500,N,0
177079,38,Male,Single,75000,N,0
177149,72,Female,Married,150000,N,0
177231,,,Single,112500,N,0
177235,25,Male,Married,112500,Y,4
177507,63,Male,Married,137500,N,0
177517,82,Female,Married,47500,N,0
177605,53,Female,Married,95000,N,3
177693,47,Male,Married,112500,Y,3
177862,60,Female,Married,52500,N,0
177935,,,,,,
178083,52,,Married,150000,Y,3
178277,44,Male,Single,150000,Y,1
178290,65,Male,Married,75000,Y,1
178473,,,,,,
178548,45,Female,Married,150000,Y,1
178714,50,Male,Married,95000,Y,2
178788,48,Male,Married,150000,N,0
178862,48,Male,Married,70000,Y,4
179074,67,Female,Married,150000,N,0
179106,60,Male,Married,87500,Y,2
179473,44,Male,Married,187500,,
179636,42,,Single,112500,Y,1
179695,54,Female,Married,125000,Y,1
179866,71,Male,Married,95000,N,0
180000,47,Male,Married,150000,Y,4
180009,,,Married,187500,Y,1
180081,32,Male,Single,25000,N,0
180168,39,Female,Single,150000,Y,3
180212,,,,,,
180231,54,Male,Married,150000,Y,1
180590,,,Married,150000,Y,1
180696,41,Male,Married,150000,Y,2
180758,54,Male,Single,112500,N,0
180805,57,Male,Married,75000,N,
180945,24,Male,Single,137500,N,
181047,41,Female,Married,137500,Y,1
181068,47,Female,Married,95000,Y,1
181188,72,Male,Married,95000,N,0
181266,26,Female,Married,125000,Y,3
181288,72,Male,Single,70000,,
181294,,,,,,
181318,39,Female,Married,95000,Y,4
181333,34,Female,Married,225000,Y,1
181410,78,Male,Married,87500,N,0
181457,,,Married,45000,N,2
181497,,,,,,
181728,49,Male,Single,150000,Y,1
181805,28,Male,Married,70000,Y,1
181972,39,Male,Married,150000,Y,1
181997,,,,,,
182277,46,Male,Married,225000,N,0
182469,,Male,Married,70000,N,
182631,79,Male,Single,65000,Y,1
182634,,,,,,
182753,42,Female,Married,150000,Y,7
182797,63,Male,Married,137500,N,0
182879,58,Male,Married,150000,Y,1
183001,70,Male,Single,112500,N,1
183174,41,Female,Married,75000,Y,6
183366,66,Female,Married,225000,,
183423,59,Male,Married,35000,N,
183945,,,,,,
184564,37,Female,Single,75000,Y,1
184584,40,Male,Married,150000,Y,3
184628,42,Male,Single,150000,Y,1
184761,,,,,,
184904,,,,,,
185025,50,Female,Married,52500,Y,1
185061,52,Male,Married,75000,N,
185133,63,Male,Married,112500,N,0
185144,57,Female,Single,150000,N,0
185565,61,Male,Married,45000,N,0
185596,60,Male,Single,112500,N,0
185625,30,Male,Single,95000,N,0
185636,,,,,,
185688,47,Male,Single,45000,N,
185707,,,,,,
185734,,,,,,
186030,,,,,,
186551,73,Female,Married,150000,N,0
186564,43,Male,Married,150000,Y,1
186585,41,Male,Single,65000,Y,2
186722,,,,,,
186792,48,Male,Married,162500,Y,1
186858,,,,,,
187028,49,Male,Married,150000,Y,1
187276,53,Male,Single,150000,N,0
187319,32,Female,Single,150000,Y,4
187415,76,Male,Married,150000,N,0
187754,68,Male,Married,150000,Y,1
188143,65,Female,Married,25000,N,0
188203,48,Female,Married,125000,N,0
188214,31,Male,Single,137500,N,
188274,54,Male,Single,75000,Y,1
188700,54,Male,Married,112500,N,0
188721,,,,,,
188835,42,Male,Married,150000,Y,1
188878,62,Male,Single,37500,N,0
189252,,,Married,137500,N,0
189493,64,Male,Married,95000,N,
189499,53,Male,Single,112500,Y,1
189858,,,,,,
189862,60,Female,Married,85000,N,0
190728,,,,,,
190859,36,Male,Single,65000,N,0
191018,64,Male,Married,150000,N,0
191292,59,Female,Married,150000,Y,2
191350,34,Male,Single,65000,Y,1
191355,36,Male,Single,95000,Y,1
191483,82,Female,Married,150000,N,0
191602,62,Female,Single,75000,N,0
191640,44,Male,Single,125000,Y,1
192183,,,,,,
192398,52,Male,Married,45000,N,0
192423,63,Female,Married,45000,N,0
192566,,,Married,75000,Y,1
192604,,,,,,
192627,75,Male,Married,150000,Y,4
192987,56,Male,Married,250000,Y,2
193070,37,Female,Single,150000,Y,1
193147,39,Male,Single,150000,N,0
193202,38,Male,Married,150000,Y,1
193217,57,Male,Married,150000,Y,1
193377,,,,,,
193531,98,Male,Single,47500,,
193594,26,Male,Married,150000,N,0
193672,49,Male,Married,75000,N,
193679,58,Male,Married,65000,N,0
193698,,,,,,
193790,58,Male,Single,70000,N,0
194069,,,Single,87500,,
194075,60,Male,Single,187500,Y,1
194403,27,Male,Married,150000,N,
194442,44,Male,Single,150000,Y,1
194768,28,Male,Single,65000,N,
194795,38,Male,Single,137500,Y,2
195190,50,Male,Married,250000,N,0
195532,41,Male,Single,150000,Y,1
196068,33,Male,Single,75000,N,
196090,,,,,,
196108,23,Male,Married,150000,N,
196200,57,Male,Married,150000,Y,2
196311,46,Male,Married,112500,Y,5
196338,,,,,,
196397,64,Male,Married,75000,N,
196452,43,Male,Married,150000,Y,1
196533,37,Female,Married,150000,Y,1
196699,,Female,Single,95000,N,0
196701,,,,,,
196757,37,Female,Married,65000,Y,4
196774,36,Female,Married,137500,Y,1
196797,67,Male,Married,150000,N,
196837,41,Female,Married,150000,Y,1
196850,,,,,,
197109,,,,,,
197225,69,Male,Married,137500,N,0
197229,54,Female,Married,150000,Y,1
197294,68,Male,Married,42500,Y,1
197507,,,,,,
197846,68,Female,Married,70000,N,0
198302,93,Male,Single,137500,N,0
198684,,,,,,
198779,24,Male,Single,225000,Y,1
198996,59,Female,Single,95000,N,0
199177,25,Male,Single,45000,N,
199701,,,,,,
199719,44,Male,Married,162500,Y,1
199783,70,Male,Married,150000,N,0
199890,,,,,,
199919,27,Male,Single,112500,N,
200014,60,Male,Married,150000,N,0
200133,34,Male,Single,22500,N,0
200134,46,Male,Single,35000,Y,3
200622,,,,,,
200928,26,Male,Married,112500,N,0
201008,73,Male,Married,112500,N,0
201443,33,Male,Married,150000,Y,1
201489,33,Female,Married,150000,Y,1
201572,20,Male,Married,150000,Y,4
201684,36,Male,Married,87500,Y,1
201967,37,Male,Single,75000,Y,2
201986,,,Married,250000,Y,2
202231,31,,Single,137500,Y,1
202272,30,Male,Single,65000,Y,3
202618,,,,,,
202628,,,,,,
203054,58,Female,Married,225000,Y,3
203104,47,Female,Single,150000,N,3
203474,34,Male,Married,150000,N,
203520,62,Male,Married,150000,N,2
203752,41,Female,Married,17500,Y,2
203859,70,Male,Married,137500,N,0
203872,65,Male,Married,112500,N,
203936,53,Male,Married,95000,Y,2
204150,74,Male,Married,45000,N,0
204390,45,Female,Married,150000,Y,1
204428,56,Male,Single,45000,N,
204598,,,,,,
204615,43,Male,Married,65000,Y,2
204619,29,Male,Single,150000,Y,1
204634,56,Male,Single,45000,N,0
204830,30,Male,Single,55000,N,0
204961,28,Male,Married,45000,N,0
205344,42,Male,Married,150000,Y,2
205501,66,Male,Married,225000,N,0
205797,55,Male,Married,150000,Y,1
206035,58,Male,Married,125000,,
206043,48,Female,Single,250000,Y,3
206164,,,,,,
206226,,,,,,
206247,,,,,,
206449,54,Male,Married,95000,N,6
206452,34,Male,Married,250000,,
206528,50,Male,Single,87500,,
206622,44,Male,Married,150000,Y,2
206680,,,,,,
206778,54,Female,Married,112500,N,0
206852,60,Male,Single,95000,Y,1
206982,76,Male,Married,95000,N,0
207200,,,,,,
207240,50,Male,Married,75000,Y,2
207474,38,Male,Married,112500,Y,2
208010,66,Male,Married,45000,Y,2
208084,59,Female,Married,112500,N,
208214,51,Male,Married,45000,N,0
208273,,,,,,
208301,52,Male,Single,70000,,
208587,62,Male,Single,125000,N,0
208828,76,Female,Married,35000,N,
208876,23,Male,Married,137500,N,0
209080,68,Male,Married,125000,,
209089,37,Male,Married,45000,Y,2
209454,66,Male,Married,125000,N,0
209537,,,Single,,N,
209565,21,,Married,65000,N,
209581,49,Male,Single,112500,Y,1
209694,92,Male,,,,
209773,,,,,,
210237,42,Female,Married,27500,Y,1
210310,,,Married,187500,,
210388,23,Male,Married,75000,N,
210759,47,Female,Married,150000,Y,2
